Reynolds,Spinoz,cascade_terms,viscosity_amplification,regime
112.77302253524913,0.9711034440256832,34,34.60620016062802,Laminar
112.9289475004414,0.9711333730607864,34,34.64208000836978,Laminar
113.08508805438184,0.9711632710974846,34,34.67799705648202,Laminar
113.24144449515312,0.9711931381678839,34,34.713951343534504,Laminar
113.3980171212499,0.971222974304057,34,34.74994290813665,Laminar
113.55480623157956,0.9712527795380436,34,34.78597178893808,Laminar
113.71181212546279,0.9712825539018497,34,34.822038024628185,Laminar
113.8690351026341,0.9713122974274486,34,34.85814165393669,Laminar
114.02647546324243,0.9713420101467805,34,34.89428271563354,Laminar
114.18413350785187,0.9713716920917522,34,34.93046124852882,Laminar
114.34200953744168,0.9714013432942378,34,34.96667729147272,Laminar
114.50010385340765,0.9714309637860781,35,35.002930883355866,Laminar
114.6584167575622,0.971460553599081,35,35.039222063109094,Laminar
114.81694855213497,0.9714901127650216,35,35.07555086970368,Laminar
114.97569953977356,0.971519641315642,35,35.111917342151266,Laminar
115.13467002354399,0.9715491392826513,35,35.14832151950406,Laminar
115.29386030693131,0.971578606697726,35,35.184763440854596,Laminar
115.45327069384018,0.9716080435925096,35,35.22124314533605,Laminar
115.61290148859558,0.9716374499986129,35,35.257760672122004,Laminar
115.7727529959429,0.9716668259476139,35,35.29431606042684,Laminar
115.93282552104924,0.9716961714710579,35,35.33090934950548,Laminar
116.09311936950353,0.9717254866004578,35,35.36754057865378,Laminar
116.2536348473172,0.9717547713672933,35,35.40420978720788,Laminar
116.41437226092481,0.971784025803012,35,35.44091701454524,Laminar
116.57533191718458,0.9718132499390288,35,35.47766230008376,Laminar
116.73651412337905,0.971842443806726,35,35.514445683282375,Laminar
116.8979191872157,0.9718716074374534,35,35.55126720364089,Laminar
117.05954741682713,0.9719007408625283,35,35.588126900700125,Laminar
117.2213991207723,0.9719298441132356,35,35.62502481404165,Laminar
117.38347460803672,0.9719589172208277,35,35.66196098328833,Laminar
117.54577418803308,0.971987960216525,35,35.69893544810418,Laminar
117.7082981706019,0.9720169731315151,35,35.7359482481941,Laminar
117.87104686601212,0.9720459559969536,35,35.77299942330429,Laminar
118.03402058496162,0.9720749088439636,35,35.810089013221976,Laminar
118.19721963857802,0.9721038317036363,35,35.8472170577761,Laminar
118.36064433841874,0.9721327246070303,35,35.88438359683619,Laminar
118.52429499647235,0.9721615875851722,35,35.9215886703138,Laminar
118.68817192515866,0.9721904206690567,35,35.9588323181615,Laminar
118.85227543732945,0.972219223889646,35,35.99611458037329,Laminar
119.01660584626906,0.9722479972778705,36,36.03343549698478,Laminar
119.181163465695,0.9722767408646283,36,36.07079510807285,Laminar
119.3459486097585,0.972305454680786,36,36.10819345375629,Laminar
119.51096159304532,0.9723341387571778,36,36.145630574195316,Laminar
119.67620273057581,0.9723627931246058,36,36.18310650959143,Laminar
119.84167233780622,0.9723914178138409,36,36.22062130018848,Laminar
120.00737073062885,0.9724200128556213,36,36.25817498627145,Laminar
120.17329822537278,0.972448578280654,36,36.29576760816747,Laminar
120.33945513880445,0.9724771141196139,36,36.333399206245296,Laminar
120.50584178812828,0.9725056204031443,36,36.371069820915686,Laminar
120.67245849098725,0.9725340971618565,36,36.40877949263114,Laminar
120.83930556546356,0.9725625444263302,36,36.44652826188603,Laminar
121.00638333007933,0.9725909622271136,36,36.48431616921705,Laminar
121.17369210379667,0.9726193505947232,36,36.52214325520264,Laminar
121.3412322060191,0.9726477095596436,36,36.560009560463385,Laminar
121.50900395659166,0.9726760391523283,36,36.59791512566192,Laminar
121.67700767580155,0.9727043394031987,36,36.63585999150305,Laminar
121.8452436843789,0.9727326103426452,36,36.67384419873403,Laminar
122.01371230349726,0.9727608520010267,36,36.71186778814417,Laminar
122.18241385477421,0.9727890644086702,36,36.74993080056493,Laminar
122.3513486602722,0.9728172475958717,36,36.78803327687042,Laminar
122.52051704249855,0.9728454015928957,36,36.82617525797674,Laminar
122.68991932440693,0.9728735264299752,36,36.86435678484264,Laminar
122.85955582939735,0.9729016221373121,36,36.902577898469474,Laminar
123.02942688131701,0.9729296887450771,36,36.94083863990093,Laminar
123.19953280446084,0.9729577262834095,36,36.97913905022332,Laminar
123.3698739235722,0.9729857347824171,37,37.01747917056527,Laminar
123.54045056384341,0.9730137142721772,37,37.05585904209864,Laminar
123.71126305091646,0.9730416647827352,37,37.094278706037315,Laminar
123.88231171088366,0.973069586344106,37,37.1327382036384,Laminar
124.05359687028783,0.973097478986273,37,37.17123757620147,Laminar
124.22511885612371,0.9731253427391886,37,37.20977686506905,Laminar
124.39687799583798,0.9731531776327745,37,37.248356111626734,Laminar
124.56887461733007,0.9731809836969211,37,37.28697535730258,Laminar
124.74110904895277,0.9732087609614878,37,37.32563464356789,Laminar
124.91358161951287,0.9732365094563034,37,37.364334011937046,Laminar
125.08629265827182,0.9732642292111653,37,37.40307350396706,Laminar
125.2592424949464,0.9732919202558407,37,37.44185316125863,Laminar
125.43243145970892,0.9733195826200653,37,37.4806730254551,Laminar
125.60585988318856,0.9733472163335446,37,37.519533138243176,Laminar
125.77952809647151,0.9733748214259528,37,37.55843354135268,Laminar
125.95343643110178,0.9734023979269336,37,37.597374276556806,Laminar
126.12758521908175,0.9734299458661002,37,37.636355385672154,Laminar
126.30197479287284,0.9734574652730349,37,37.67537691055856,Laminar
126.47660548539616,0.9734849561772891,37,37.71443889311896,Laminar
126.65147763003326,0.9735124186083843,37,37.753541375300436,Laminar
126.82659156062623,0.9735398525958108,37,37.79268439909287,Laminar
127.00194761147915,0.9735672581690284,37,37.83186800653001,Laminar
127.1775461173582,0.9735946353574669,37,37.87109223968929,Laminar
127.35338741349243,0.973621984190525,37,37.9103571406914,Laminar
127.52947183557434,0.9736493046975715,37,37.94966275170124,Laminar
127.70579971976065,0.9736765969079442,37,37.98900911492675,Laminar
127.8823714026728,0.973703860850951,38,38.02839627262024,Laminar
128.05918722139782,0.9737310965558692,38,38.06782426707757,Laminar
128.23624751348842,0.9737583040519459,38,38.10729314063832,Laminar
128.41355261696444,0.9737854833683978,38,38.14680293568624,Laminar
128.59110287031285,0.9738126345344114,38,38.18635369464883,Laminar
128.76889861248873,0.9738397575791429,38,38.2259454599976,Laminar
128.9469401829158,0.9738668525317183,38,38.265578274248085,Laminar
129.12522792148707,0.9738939194212338,38,38.305252179960206,Laminar
129.30376216856547,0.973920958276755,38,38.34496721973758,Laminar
129.48254326498457,0.9739479691273173,38,38.38472343622803,Laminar
129.6615715520493,0.9739749520019266,38,38.424520872124035,Laminar
129.8408473715361,0.9740019069295585,38,38.46435957016198,Laminar
130.02037106569443,0.9740288339391582,38,38.50423957312243,Laminar
130.20014297724668,0.9740557330596414,38,38.54416092383065,Laminar
130.38016344938927,0.9740826043198938,38,38.58412366515609,Laminar
130.560432825793,0.974109447748771,38,38.624127840012726,Laminar
130.74095145060392,0.9741362633750987,38,38.66417349135906,Laminar
130.92171966844387,0.974163051227673,38,38.70426066219796,Laminar
131.10273782441138,0.9741898113352601,38,38.744389395577315,Laminar
131.28400626408168,0.9742165437265959,38,38.784559734588875,Laminar
131.46552533350817,0.9742432484303873,38,38.824771722369746,Laminar
131.64729537922267,0.9742699254753111,38,38.86502540210156,Laminar
131.8293167482361,0.9742965748900144,38,38.9053208170108,Laminar
132.0115897880391,0.9743231967031146,38,38.94565801036849,Laminar
132.19411484660287,0.9743497909431995,38,38.986037025490674,Laminar
132.37689227237968,0.9743763576388275,39,39.02645790573858,Laminar
132.5599224143036,0.9744028968185269,39,39.066920694517805,Laminar
132.74320562179128,0.974429408510797,39,39.107425435279474,Laminar
132.92674224474206,0.9744558927441073,39,39.14797217151958,Laminar
133.1105326335395,0.9744823495468979,39,39.18856094677928,Laminar
133.29457713905148,0.9745087789475794,39,39.22919180464447,Laminar
133.47887611263104,0.974535180974533,39,39.26986478874688,Laminar
133.6634299061169,0.9745615556561105,39,39.31057994276313,Laminar
133.8482388718344,0.9745879030206342,39,39.35133731041501,Laminar
134.03330336259592,0.9746142230963974,39,39.392136935469864,Laminar
134.21862373170177,0.9746405159116639,39,39.432978861740416,Laminar
134.40420033294043,0.974666781494668,39,39.47386313308456,Laminar
134.59003352058994,0.9746930198736151,39,39.51478979340593,Laminar
134.77612364941794,0.9747192310766813,39,39.55575888665368,Laminar
134.9624710746827,0.9747454151320135,39,39.59677045682235,Laminar
135.14907615213363,0.9747715720677294,39,39.637824547952185,Laminar
135.33593923801203,0.9747977019119175,39,39.678921204129146,Laminar
135.5230606890518,0.9748238046926374,39,39.720060469484736,Laminar
135.71044086248008,0.9748498804379195,39,39.76124238819635,Laminar
135.8980801160177,0.9748759291757654,39,39.802467004487276,Laminar
136.08597880788034,0.9749019509341472,39,39.84373436262633,Laminar
136.27413729677892,0.9749279457410086,39,39.88504450692858,Laminar
136.4625559419203,0.974953913624264,39,39.926397481754805,Laminar
136.65123510300802,0.974979854611799,39,39.96779333151203,Laminar
136.8401751402429,0.9750057687314705,40,40.009232100653165,Laminar
137.02937641432385,0.975031656011106,40,40.050713833676845,Laminar
137.21883928644863,0.9750575164785048,40,40.09223857512863,Laminar
137.408564118314,0.9750833501614371,40,40.13380636959966,Laminar
137.59855127211713,0.9751091570876442,40,40.175417261727276,Laminar
137.78880111055602,0.9751349372848391,40,40.21707129619562,Laminar
137.97931399683,0.9751606907807057,40,40.25876851773453,Laminar
138.17009029464066,0.9751864176028994,40,40.300508971120834,Laminar
138.3611303681924,0.9752121177790469,40,40.34229270117739,Laminar
138.55243458219326,0.9752377913367465,40,40.384119752773685,Laminar
138.74400330185549,0.9752634383035674,40,40.425990170825436,Laminar
138.93583689289642,0.9752890587070508,40,40.46790400029533,Laminar
139.12793572153865,0.9753146525747092,40,40.509861286192475,Laminar
139.32030015451159,0.9753402199340264,40,40.55186207357278,Laminar
139.51293055905148,0.975365760812458,40,40.59390640753855,Laminar
139.70582730290238,0.9753912752374309,40,40.63599433323908,Laminar
139.8989907543168,0.9754167632363439,40,40.67812589587063,Laminar
140.09242128205642,0.9754422248365672,40,40.720301140676064,Laminar
140.28611925539272,0.9754676600654426,40,40.762520112945026,Laminar
140.480085044108,0.9754930689502841,40,40.80478285801487,Laminar
140.67431901849534,0.9755184515183766,40,40.84708942126882,Laminar
140.8688215493602,0.9755438077969772,40,40.88943984813798,Laminar
141.0635930080207,0.975569137813315,40,40.931834184100445,Laminar
141.25863376630826,0.9755944415945903,40,40.97427247468107,Laminar
141.45394419656844,0.9756197191679757,41,41.01675476545245,Laminar
141.64952467166168,0.9756449705606156,41,41.05928110203411,Laminar
141.84537556496383,0.975670195799626,41,41.10185153009278,Laminar
142.0414972503671,0.975695394912095,41,41.144466095342665,Laminar
142.23789010228074,0.9757205679250829,41,41.18712484354573,Laminar
142.43455449563132,0.9757457148656213,41,41.229827820510515,Laminar
142.63149080586408,0.9757708357607147,41,41.27257507209402,Laminar
142.8286994089434,0.9757959306373387,41,41.31536664420003,Laminar
143.02618068135337,0.9758209995224418,41,41.35820258278062,Laminar
143.22393500009866,0.975846042442944,41,41.401082933834815,Laminar
143.4219627427052,0.9758710594257376,41,41.44400774340956,Laminar
143.6202642872211,0.9758960504976872,41,41.486977057600065,Laminar
143.81884001221658,0.9759210156856293,41,41.52999092254834,Laminar
144.01769029678596,0.9759459550163728,41,41.57304938444524,Laminar
144.21681552054733,0.9759708685166989,41,41.616152489528965,Laminar
144.41621606364384,0.9759957562133608,41,41.6593002840856,Laminar
144.61589230674417,0.9760206181330842,41,41.70249281444956,Laminar
144.8158446310433,0.9760454543025668,41,41.745730127002766,Laminar
145.0160734182633,0.9760702647484794,41,41.789012268176,Laminar
145.21657905065402,0.9760950494974643,41,41.83233928444759,Laminar
145.417361910994,0.9761198085761367,41,41.875711222344144,Laminar
145.61842238259055,0.976144542011084,41,41.919128128440576,Laminar
145.8197608492814,0.9761692498288664,41,41.96259004936028,Laminar
146.0213776954349,0.9761939320560162,42,42.00609703177456,Laminar
146.22327330595073,0.9762185887190385,42,42.04964912240361,Laminar
146.42544806626086,0.9762432198444108,42,42.09324636801552,Laminar
146.6279023623301,0.9762678254585831,42,42.13688881542746,Laminar
146.830636580657,0.9762924055879784,42,42.180576511504704,Laminar
147.03365110827454,0.9763169602589917,42,42.2243095031612,Laminar
147.23694633275048,0.9763414894979913,42,42.26808783735961,Laminar
147.44052264218882,0.9763659933313177,42,42.31191156111126,Laminar
147.64438042523005,0.9763904717852844,42,42.35578072147618,Laminar
147.84852007105204,0.9764149248861776,42,42.399695365563474,Laminar
148.0529419693707,0.9764393526602563,42,42.44365554053055,Laminar
148.25764651044082,0.9764637551337522,42,42.48766129358429,Laminar
148.46263408505678,0.9764881323328697,42,42.53171267197986,Laminar
148.66790508455324,0.9765124842837865,42,42.57580972302214,Laminar
148.87345990080613,0.9765368110126527,42,42.619952494064464,Laminar
149.07929892623272,0.9765611125455917,42,42.664141032509875,Laminar
149.28542255379335,0.9765853889086996,42,42.70837538580969,Laminar
149.4918311769915,0.9766096401280457,42,42.75265560146554,Laminar
149.69852518987474,0.976633866229672,42,42.79698172702711,Laminar
149.90550498703547,0.9766580672395936,42,42.841353810094205,Laminar
150.11277096361164,0.9766822431837989,42,42.885771898315895,Laminar
150.32032351528758,0.9767063940882492,42,42.93023603939037,Laminar
150.52816303829482,0.9767305199788789,42,42.97474628106549,Laminar
150.7362899294123,0.9767546208815956,43,43.01930267113842,Laminar
150.94470458596805,0.97677869682228,43,43.06390525745621,Laminar
151.15340740583926,0.976802747826786,43,43.108554087915024,Laminar
151.3623987874533,0.9768267739209409,43,43.1532492104613,Laminar
151.57167912978832,0.9768507751305449,43,43.197990673090594,Laminar
151.78124883237425,0.9768747514813717,43,43.24277852384854,Laminar
151.99110829529332,0.9768987029991684,43,43.28761281083052,Laminar
152.201257919181,0.9769226297096553,43,43.33249358218197,Laminar
152.4116981052268,0.9769465316385261,43,43.37742088609806,Laminar
152.62242925517455,0.9769704088114477,43,43.42239477082366,Laminar
152.83345177132387,0.9769942612540609,43,43.46741528465436,Laminar
153.04476605653062,0.9770180889919792,43,43.51248247593483,Laminar
153.25637251420756,0.9770418920507904,43,43.55759639306112,Laminar
153.46827154832525,0.9770656704560552,43,43.60275708447832,Laminar
153.68046356341281,0.9770894242333079,43,43.64796459868209,Laminar
153.89294896455888,0.9771131534080568,43,43.69321898421902,Laminar
154.10572815741165,0.9771368580057832,43,43.73852028968498,Laminar
154.31880154818066,0.9771605380519424,43,43.783868563727005,Laminar
154.53216954363694,0.9771841935719632,43,43.82926385504247,Laminar
154.745832551114,0.9772078245912479,43,43.87470621237864,Laminar
154.95979097850847,0.9772314311351727,43,43.92019568453395,Laminar
155.17404523428098,0.9772550132290876,43,43.96573232035716,Laminar
155.38859572745693,0.9772785708983162,44,44.011316168748024,Laminar
155.60344286762725,0.9773021041681558,44,44.05694727865657,Laminar
155.81858706494933,0.9773256130638776,44,44.10262569908363,Laminar
156.0340287301472,0.9773490976107265,44,44.14835147908096,Laminar
156.24976827451326,0.9773725578339216,44,44.194124667751296,Laminar
156.4658061099084,0.9773959937586555,44,44.23994531424793,Laminar
156.68214264876303,0.9774194054100949,44,44.285813467775526,Laminar
156.8987783040777,0.9774427928133802,44,44.3317291775893,Laminar
157.11571348942408,0.9774661559936263,44,44.377692492996296,Laminar
157.33294861894558,0.9774894949759214,44,44.42370346335367,Laminar
157.5504841073585,0.9775128097853283,44,44.46976213807061,Laminar
157.76832036995197,0.9775361004468833,44,44.51586856660684,Laminar
157.98645782258978,0.9775593669855974,44,44.56202279847418,Laminar
158.20489688171068,0.9775826094264551,44,44.60822488323493,Laminar
158.42363796432906,0.9776058277944154,44,44.654474870503265,Laminar
158.64268148803598,0.9776290221144113,44,44.70077280994475,Laminar
158.86202787099987,0.9776521924113498,44,44.747118751276155,Laminar
159.0816775319673,0.9776753387101127,44,44.7935127442665,Laminar
159.30163089026385,0.9776984610355554,44,44.83995483873559,Laminar
159.52188836579504,0.9777215594125078,44,44.886445084555504,Laminar
159.74245037904646,0.977744633865774,44,44.93298353164927,Laminar
159.96331735108558,0.9777676844201327,44,44.97957022999267,Laminar
160.18448970356192,0.9777907111003367,45,45.02620522961267,Laminar
160.40596785870795,0.9778137139311129,45,45.07288858058808,Laminar
160.62775223934,0.9778366929371631,45,45.119620333049774,Laminar
160.8498432688589,0.9778596481431633,45,45.16640053718072,Laminar
161.07224137125098,0.9778825795737638,45,45.21322924321573,Laminar
161.29494697108893,0.9779054872535895,45,45.26010650144168,Laminar
161.517960493532,0.97792837120724,45,45.307032362198,Laminar
161.74128236432773,0.9779512314592891,45,45.35400687587594,Laminar
161.9649130098122,0.9779740680342851,45,45.40103009291861,Laminar
162.1888528569109,0.9779968809567513,45,45.44810206382235,Laminar
162.4131023331397,0.9780196702511852,45,45.495222839135096,Laminar
162.6376618666055,0.978042435942059,45,45.54239246945732,Laminar
162.86253188600713,0.9780651780538198,45,45.589611005442485,Laminar
163.0877128206362,0.9780878966108891,45,45.63687849779615,Laminar
163.31320510037798,0.9781105916376632,45,45.68419499727614,Laminar
163.53900915571165,0.9781332631585131,45,45.731560554693296,Laminar
163.76512541771208,0.9781559111977848,45,45.778975220911455,Laminar
163.99155431805005,0.9781785357797985,45,45.826439046846275,Laminar
164.21829628899312,0.9782011369288499,45,45.87395208346712,Laminar
164.4453517634065,0.9782237146692092,45,45.92151438179588,Laminar
164.67272117475403,0.9782462690251214,45,45.96912599290699,Laminar
164.9004049570989,0.9782688000208065,46,46.01678696792856,Laminar
165.12840354510402,0.9782913076804594,46,46.06449735804077,Laminar
165.3567173740338,0.9783137920282499,46,46.112257214477744,Laminar
165.58534687975424,0.9783362530883228,46,46.160066588526355,Laminar
165.81429249873403,0.978358690884798,46,46.20792553152649,Laminar
166.04355466804535,0.9783811054417703,46,46.25583409487172,Laminar
166.27313382536468,0.9784034967833093,46,46.303792330008164,Laminar
166.50303040897364,0.9784258649334602,46,46.3518002884361,Laminar
166.73324485775984,0.9784482099162429,46,46.39985802170881,Laminar
166.9637776112179,0.9784705317556527,46,46.44796558143305,Laminar
167.1946291094496,0.9784928304756596,46,46.4961230192688,Laminar
167.4257997931657,0.9785151061002093,46,46.54433038693024,Laminar
167.65729010368617,0.9785373586532223,46,46.59258773618453,Laminar
167.88910048294116,0.9785595881585948,46,46.64089511885325,Laminar
168.12123137347183,0.9785817946401975,46,46.689252586810525,Laminar
168.35368321843126,0.9786039781218772,46,46.737660191985846,Laminar
168.58645646158521,0.9786261386274553,46,46.78611798636096,Laminar
168.8195515473132,0.978648276180729,46,46.834626021972575,Laminar
169.0529689206087,0.9786703908054707,46,46.88318435091082,Laminar
169.28670902708083,0.9786924825254281,46,46.93179302532004,Laminar
169.52077231295482,0.9787145513643245,46,46.98045209739902,Laminar
169.75515922507276,0.9787365973458584,47,47.029161619399765,Laminar
169.9898702108946,0.9787586204937039,47,47.0779216436292,Laminar
170.22490571849897,0.9787806208315105,47,47.126732222448226,Laminar
170.46026619658403,0.9788025983829033,47,47.175593408271915,Laminar
170.69595209446834,0.9788245531714829,47,47.22450525357003,Laminar
170.93196386209183,0.9788464852208253,47,47.27346781086629,Laminar
171.16830195001612,0.9788683945544824,47,47.32248113273936,Laminar
171.4049668094262,0.9788902811959813,47,47.371545271821844,Laminar
171.64195889213082,0.9789121451688252,47,47.42066028080153,Laminar
171.8792786505633,0.9789339864964924,47,47.469826212420145,Laminar
172.11692653778263,0.9789558052024375,47,47.519043119474865,Laminar
172.35490300747418,0.9789776013100904,47,47.56831105481707,Laminar
172.59320851395057,0.9789993748428568,47,47.61763007135331,Laminar
172.8318435121528,0.9790211258241182,47,47.66700022204433,Laminar
173.07080845765034,0.9790428542772318,47,47.71642155990658,Laminar
173.31010380664304,0.9790645602255309,47,47.7658941380112,Laminar
173.54973001596144,0.9790862436923242,47,47.815418009484,Laminar
173.7896875430676,0.9791079047008965,47,47.864993227506005,Laminar
174.02997684605614,0.9791295432745085,47,47.91461984531394,Laminar
174.27059838365508,0.9791511594363969,47,47.96429791619922,Laminar
174.51155261522666,0.9791727532097739,48,48.014027493508436,Laminar
174.7528400007683,0.9791943246178283,48,48.06380863064391,Laminar
174.99446100091353,0.9792158736837243,48,48.113641381062884,Laminar
175.23641607693233,0.9792374004306024,48,48.163525798278066,Laminar
175.47870569073294,0.9792589048815791,48,48.21346193585812,Laminar
175.72133030486208,0.9792803870597468,48,48.26344984742664,Laminar
175.964290382506,0.9793018469881745,48,48.31348958666346,Laminar
176.20758638749138,0.9793232846899065,48,48.36358120730333,Laminar
176.45121878428623,0.9793447001879639,48,48.41372476313751,Laminar
176.6951880380009,0.9793660935053436,48,48.46392030801216,Laminar
176.9394946143883,0.9793874646650189,48,48.51416789582996,Laminar
177.18413897984584,0.9794088136899393,48,48.564467580549525,Laminar
177.42912160141563,0.97943014060303,48,48.61481941618443,Laminar
177.6744429467855,0.9794514454271934,48,48.66522345680577,Laminar
177.92010348428994,0.9794727281853074,48,48.71567975653929,Laminar
178.16610368291103,0.9794939889002264,48,48.76618836956751,Laminar
178.41244401227922,0.9795152275947815,48,48.816749350129435,Laminar
178.6591249426743,0.9795364442917796,48,48.86736275251951,Laminar
178.9061469450265,0.9795576390140043,48,48.91802863108922,Laminar
179.1535104909166,0.9795788117842156,48,48.968747040246,Laminar
179.401216052578,0.9795999626251497,49,49.01951803445351,Laminar
179.6492641028968,0.9796210915595196,49,49.07034166823247,Laminar
179.897655115413,0.9796421986100144,49,49.12121799615954,Laminar
180.1463895643212,0.9796632837993002,49,49.172147072868675,Laminar
180.39546792447183,0.9796843471500191,49,49.22312895304954,Laminar
180.6448906713717,0.9797053886847898,49,49.27416369144909,Laminar
180.8946582811854,0.9797264084262081,49,49.32525134287105,Laminar
181.14477123073522,0.9797474063968458,49,49.37639196217591,Laminar
181.39522999750332,0.9797683826192515,49,49.42758560428066,Laminar
181.6460350596319,0.9797893371159507,49,49.478832324160116,Laminar
181.89718689592425,0.9798102699094453,49,49.530132176845065,Laminar
182.14868598584562,0.9798311810222139,49,49.581485217423875,Laminar
182.40053280952424,0.9798520704767119,49,49.63289150104193,Laminar
182.65272784775215,0.9798729382953715,49,49.68435108290222,Laminar
